Word;POS;Tag
Johanns;NNP;per
Johanns;NNP;geo
Patrick;NNP;per
Boyle;NNP;per
Meat;NNP;org
Tajik;JJ;gpe
Sughd;NNP;org
Uzbek;JJ;gpe
SSR;NNP;org
Dushanbe;NNP;geo
Khujand;NNP;geo
Rasht;NNP;geo
Partnership;NNP;org
Belize;NNP;geo
Venus;NNP;per
Hart;NNP;org
Nations-backed;NNP;org
Gonzalo;NNP;per
Gallegos;NNP;per
U.N.-African;NNP;geo
Janjaweed;NNP;org
Crown;NNP;per
Saudi;NNP;per
Countries;NNS;org
Sheldon;NNP;per
Corpus;NNP;geo
Christi;NNP;geo
Whittington;NNP;per
Katharine;NNP;per
Armstrong;NNP;per
Paige;NNP;per
Kollock;NNP;per
Senate;NNP;per
Majority;NNP;per
Leader;NNP;per
Frist;NNP;per
Delay;NNP;per
Nicaraguan;JJ;gpe
Ortega;NNP;per
Arnoldo;NNP;per
Aleman;NNP;per
Sandanista;NNP;geo
Bandung;NNP;geo
Typhoon;NNP;per
Damrey;NNP;per
Thanh;NNP;geo
Hoa;NNP;geo
Radio;NNP;geo
Laos;NNP;geo
Hainan;NNP;geo
Imam;NNP;geo
Roger;NNP;geo
Noriega;NNP;geo
Sudanese;NNS;gpe
Chadian;JJ;gpe
Osnabrueck;NNP;geo
Westland;NNP;org
Hallmark;NNP;org
Mad;NNP;org
Cow;NNP;org
USDA;NNP;org
Karachi;NNP;org
Stock;NNP;org
Vani;NNP;geo
Andaman;NNP;geo
Observatory;NNP;geo
Richter;NNP;geo
Karrada;NNP;org
Ellen;NNP;per
Johnson-Sirleaf;NNP;per
Weah;NNP;geo
Karradah;NNP;geo
Delhi;NNP;org
Sandra;NNP;org
O'Connor;NNP;time
Egypt;NNP;time
Avigdor;NNP;per
Lieberman;NNP;per
Capitol;NN;org
Brownback;NNP;per
Roe;NNP;per
Wade;NNP;per
Hatim;NNP;per
Sulaimaniyah;NNP;geo
Qadeer;NNP;org
Khan;NNP;org
Scottish;JJ;gpe
Basset;NNP;per
Pan;NNP;org
Am;NNP;org
Lockerbie;NNP;geo
Saydiyah;NNP;geo
Beckham;NNP;per
Real;NNP;per
Madrid;NNP;per
Soccer;NNP;org
Galaxy;NNP;org
MLS;NNP;org
Rose;NNP;org
Nabih;NNP;per
Berri;NNP;per
Aoun;NNP;per
Michel;NNP;org
Sulieman;NNP;org
Vera;NNP;per
Dushevina;NNP;per
Ivana;NNP;per
Lisjak;NNP;per
Gaz;NNP;event
France;NNP;event
Australian;JJ;event
Amelie;NNP;per
Mauresmo;NNP;per
Mary;NNP;per
Pierce;NNP;per
Patty;NNP;per
Schnyder;NNP;per
Virginie;NNP;per
Razzano;NNP;per
Kveta;NNP;per
Peschke;NNP;per
Dinara;NNP;per
Safina;NNP;per
Tsvetana;NNP;per
Pironkova;NNP;per
Lucie;NNP;per
Safarova;NNP;per
Sonia;NNP;per
Gandhi;NNP;per
Rae;NNP;org
Bareli;NNP;org
Rajiv;NNP;per
Michel;NNP;per
Wilma;NNP;per
Southern;NNP;geo
Jaffna;NNP;geo
Stem;NNP;org
Cell;NNP;org
Hub;NNP;org
Downer;NNP;per
Jemaah;NNP;org
Islamiyah;NNP;org
Birmingham;NNP;geo
America;NNP;gpe
Manhattan;NNP;geo
Nathan;NNP;per
Life;NNP;org
Chihuahua;NNP;geo
Kenya;NNP;org
Jaoko;NNP;per
US-based;JJ;org
Raila;NNP;org
Odinga;NNP;org
Light;NNP;org
Myanmar;NNP;org
Rangoon;NNP;org
Siti;NNP;per
Fadilah;NNP;per
Supari;NNP;per
Doi;NNP;geo
Talaeng;NNP;geo
Burma-Thailand;NNP;geo
Maaleh;NNP;geo
Nablus;NNP;org
Sheik;NNP;per
Yassin;NNP;per
Solar;NNP;org
Dynamics;NNP;org
Observatory;NNP;org
Anton;NNP;per
Drel;NNP;per
Platon;NNP;per
Lebedev;NNP;per
Kony;NNP;org
Sudan;JJ;geo
Jaber;NNP;per
Ramallah;NNP;per
Yasser;NNP;org
Arafat;NNP;org
WAFA;NNP;org
Imad;NNP;geo
Moustapha;NNP;geo
Geoff;NNP;per
Hoon;NNP;per
Ceyhan;NNP;geo
Oceanic;NNP;org
Atmospheric;NNP;org
Sayyaf;NNP;org
Tubigan;NNP;geo
Basilan;NNP;geo
Mindanao;NNP;geo
Henry;NNP;per
Ramos;NNP;per
Copei;NNP;org
Joko;NNP;per
Suyono;NNP;per
Indonesian;NN;gpe
Qais;NNP;org
Hashim;NNP;org
Shameri;NNP;org
Maale;NNP;org
Adumim;NNP;org
Wikileaks;NNP;org
Seche;NNP;per
Naji;NNP;per
Zap;NNP;geo
Mount;NNP;org
Ararat;NNP;org
Kapilvastu;NNP;geo
Kathmandu;NNP;geo
Barak;NNP;per
Mattei;NNP;per
Celso;NNP;per
Amorim;NNP;per
Bolivians;NNS;gpe
Paz;NNP;per
Morales;NNP;geo
Shannon;NNP;per
MONUC;NNP;org
Tibet;NNP;org
Lhasa;NNP;org
Stephanie;NNP;per
Ho;NNP;per
Madhoun;NNP;per
Fawzi;NNP;per
Kara;NNP;per
Jabalya;NNP;geo
Ashdod;NNP;geo
Brussels;NNP;org
Botswana;NNP;geo
Kumtor;NNP;geo
Commonwealth;NN;org
CIS;NNP;org
Soviet;NNP;org
BAKIEV;NNP;org
Bishkek;NNP;per
BAKIEV;NNP;per
Falkland;NNP;geo
Grytviken;NNP;geo
Famed;NNP;per
SHACKLETON;NNP;per
Antarctic;NNP;geo
Juno;NNP;per
Dome;NN;geo
Capitol;NNP;geo
Gonzales;NNP;per
Jesus;NNP;geo
Jesus;NNP;per
Easter;NNP;time
Catholics;NNPS;org
Week;NNP;org
Protestant;NNP;per
Bajura;NNP;geo
Accham;NNP;geo
Rural;NNP;org
Akhtar;NNP;per
Kohistani;NNP;per
Zia;NNP;per
Ahadi;NNP;per
Niamey;NNP;org
Zinder;NNP;geo
Marine;NN;geo
Herzegovina;NNP;geo
Unknown;JJ;org
Soldier;NN;org
Mikheil;NNP;per
Lech;NNP;per
Kaczynski;NNP;per
Walesa;NNP;per
Independence;NNP;time
Armistice;NNP;geo
One;CD;org
Prussia;NNP;geo
U.S;NNP;event
Clijsters;NNP;per
Nathalie;NNP;per
Dechy;NNP;per
FORTIS;NNS;event
Championships;NNS;event
Luxembourg;NNP;geo
Anna-Lena;NNP;per
Groenefeld;NNP;per
Stanford;NNP;geo
Khartoum;NNP;per
Adre;NNP;geo
Prince;NNP;geo
Charles;NNP;geo
Camilla;NNP;per
Duchess;NN;org
Cornwall;NNP;org
Ivo;NNP;geo
Karlovic;NNP;geo
Stella;NNP;org
Artois;NNP;org
Radek;NNP;per
Stepanek;NNP;per
Roddick;NNP;org
Johansson;NNP;per
ATP;NNP;org
Tour;NNP;org
Wimbledon;NNP;geo
Grand;NNP;geo
Slam;NNP;geo
Tulkarm;NNP;geo
Maclang;NNP;per
Julia;NNP;per
Campbell;NNP;per
Batad;NNP;geo
Banaue;NNP;geo
Ifugao;NNP;geo
Legaspi;NNP;geo
Starmagazine;NNP;org
Petra;NNP;geo
Marwan;NNP;per
Colin;NNP;org
Powell;NNP;org
Kibaki;NNP;org
Wachira;NNP;org
Waruru;NNP;org
Josef;NNP;per
Stalin;NNP;per
Kiev;NNP;per
Holodomor;NNP;geo
Organizing;NNP;geo
Lhasa;NNP;geo
Olympics;NNS;geo
Kiwis;NNS;gpe
Auckland;NNP;geo
Jamie;NNP;per
How;NNP;per
Ashraful;NNP;per
Eden;NNP;geo
Napier;NNP;time
Geneva;NNP;org
Conventions;NNS;org
Gulu;NNP;geo
Phil;NNP;geo
Spector;NNP;geo
County;NNP;org
Mark;NNP;per
Lilienfeld;NNP;per
Colt;NNP;org
Cobra;NNP;org
Gold;NNP;geo
WTA;NNP;org
Aussie;JJ;gpe
Martina;NNP;per
Hingis;NNP;per
Yuanshi;NNP;geo
Xianliang;NNP;per
Gedo;NNP;geo
Malawi;NNP;geo
Bingu;NNP;per
Mutharika;NNP;per
UDF;NNP;org
Bakili;NNP;per
Muluzi;NNP;per
Yuvraj;NNP;per
Sourav;NNP;org
Ganguly;NNP;org
Ganguly;NNP;geo
Yasir;NNP;per
Araft;NNP;per
Shihab;NNP;per
Committee;NN;org
Saca;NNP;per
Tsang;NNP;per
Tung;NNP;geo
Chee-hwa;NNP;geo
Ten;CD;time
Mamadou;NNP;per
Tandja;NNP;per
Lankan;JJ;gpe
Upali;NNP;org
Rajapakse;NNP;org
Tigers;NNP;geo
Hamad;NNP;per
Cologne;NNP;geo
Mohamad;NNP;per
Hajdib;NNP;per
Kiel;NNP;geo
Hamas;NNP;time
Yunis;NNP;geo
Benito;NNP;per
Mussolini;NNP;per
Milan;NNP;geo
Marco;NNP;per
Buechel;NNP;per
Liechtenstein;NNP;geo
Gardena;NNP;geo
Walchhofer;NNP;per
Erik;NNP;per
Guay;NNP;per
Aksel;NNP;org
Lund;NNP;org
Svindal;NNP;org
Kapisa;NNP;geo
Nahum;NNP;per
Minas;NNP;geo
Slobodan;NNP;org
Medic;NNP;org
Aleksandar;NNP;org
Branislav;NNP;org
Pera;NNP;per
Petrasevic;NNP;per
Aleksandar;NNP;per
Vukov;NNP;per
Slobodan;NNP;per
Milosevic;NNP;per
Csatia;NNP;geo
Metullah;NNP;geo
Teeple;NNP;per
Miranshah;NNP;geo
Phoenix;NNP;geo
Helmund;NNP;geo
Muqdadiyah;NNP;geo
Bayji;NNP;geo
Loveland;NNP;geo
Kingdom;NNP;geo
Commercial;NNP;org
Yevpatoria;NNP;geo
Bajram;NNP;per
Kosumi;NNP;per
Rhee;NNP;per
Bong-jo;NNP;per
Seoul;NNP;per
Colombo;NNP;org
Tigers;NNP;org
Ulf;NNP;per
Henricsson;NNP;per
Finance;NNP;org
Saqlawiyah;NNP;geo
Snoop;NNP;org
Dogg;NNP;org
Sean;NNP;org
Diddy;NNP;org
Combs;NNPS;org
Snoop;NNP;per
Dogg;NNP;per
Calvin;NNP;per
Broadus;NNP;per
Heathrow;NNP;obj
Nampo;NNP;geo
Cypriot;JJ;gpe
Hong;NNP;org
Kong;NNP;org
Hub;NNP;geo
Samad;NNP;per
Achakzai;NNP;per
Kojak;NNP;geo
Sulaiman;NNP;per
Pashtun;NNP;geo
Pashtoonkhwa;NNP;org
Milli;NNP;org
Kathmandu;NNP;per
Secretariat;NNP;org
Census;NNP;org
Angolan;JJ;gpe
Anglican;NNP;org
Archbishop;NNP;org
Desmond;NNP;org
Tutu;NNP;org
Abune;NNP;per
Paulos;NNP;per
Alpha;NNP;org
Oumar;NNP;org
Konare;NNP;org
Yonhap;NNP;org
SBS;NNP;org
North;JJ;org
Moore;NNP;per
Balaguer;NNP;per
Cannes;NNP;org
Security;NN;org
Indira;NNP;geo
Gandhi;NNP;geo
Yao;NNP;per
Ming;NNP;per
Anders;NNP;per
Fogh;NNP;per
Rasmussen;NNP;per
Halloween;NNP;geo
Algeria;NNP;geo
Abd-al-Nisr;NNP;org
Khantumani;NNP;org
