;Sentence #;Word;POS;Tag
1159;;put;VB;O
1160;;what;WP;O
1161;;he;PRP;O
1162;;calls;VBZ;O
1163;;the;DT;O
1164;;"""";``;O
1165;;sordid;JJ;O
1166;;chapter;NN;O
1167;;"""";``;O
1168;;of;IN;O
1169;;proliferation;NN;O
1170;;by;IN;O
1171;;one;CD;O
1172;;of;IN;O
1173;;its;PRP$;O
1174;;top;JJ;O
1175;;scientists;NNS;O
1176;;behind;IN;O
1177;;it;PRP;O
1178;;and;CC;O
1179;;build;VB;O
1180;;civilian;JJ;O
1181;;nuclear;JJ;O
1182;;ties;NNS;O
1183;;with;IN;O
1184;;the;DT;O
1185;;United;NNP;B-gpe
1186;;States;NNPS;I-gpe
1187;;.;.;O
1188;Sentence: 53;But;CC;O
1189;;he;PRP;O
1190;;says;VBZ;O
1191;;Pakistan;NNP;B-gpe
1192;;is;VBZ;O
1193;;not;RB;O
1194;;ready;JJ;O
1195;;to;TO;O
1196;;make;VB;O
1197;;the;DT;O
1198;;nuclear;JJ;O
1199;;scientist;NN;O
1200;;,;,;O
1201;;Abdul;NNP;B-per
1202;;Qadeer;NNP;I-per
1203;;Khan;NNP;I-per
1204;;,;,;O
1205;;available;JJ;O
1206;;for;IN;O
1207;;direct;JJ;O
1208;;questioning;VBG;O
1209;;over;IN;O
1210;;his;PRP$;O
1211;;sale;NN;O
1212;;of;IN;O
1213;;nuclear;JJ;O
1214;;parts;NNS;O
1215;;and;CC;O
1216;;secrets;NNS;O
1217;;to;IN;O
1218;;states;NNS;O
1219;;including;VBG;O
1220;;Iran;NNP;B-gpe
1221;;,;,;O
1222;;Libya;NNP;B-gpe
1223;;and;CC;O
1224;;North;NNP;B-gpe
1225;;Korea;NNP;I-gpe
1226;;.;.;O
1227;Sentence: 54;He;PRP;O
1228;;said;VBD;O
1229;;there;EX;O
1230;;are;VBP;O
1231;;reasons;NNS;O
1232;;of;IN;O
1233;;national;JJ;O
1234;;sensitivities;NNS;O
1235;;for;IN;O
1236;;not;RB;O
1237;;making;VBG;O
1238;;him;PRP;O
1239;;available;JJ;O
1240;;.;.;O
1241;Sentence: 55;The;DT;O
1242;;Pakistani;JJ;B-gpe
1243;;official;NN;O
1244;;was;VBD;O
1245;;giving;VBG;O
1246;;a;DT;O
1247;;background;NN;O
1248;;briefing;NN;O
1249;;to;TO;O
1250;;a;DT;O
1251;;small;JJ;O
1252;;group;NN;O
1253;;of;IN;O
1254;;reporters;NNS;O
1255;;in;IN;O
1256;;Washington;NNP;B-geo
1257;;.;.;O
1258;Sentence: 56;Khan;NNP;B-per
1259;;admitted;VBD;O
1260;;in;IN;O
1261;;2004;CD;B-time
1262;;that;IN;O
1263;;he;PRP;O
1264;;operated;VBD;O
1265;;a;DT;O
1266;;worldwide;JJ;O
1267;;clandestine;NN;O
1268;;network;NN;O
1269;;to;TO;O
1270;;sell;VB;O
1271;;nuclear;JJ;O
1272;;technology;NN;O
1273;;in;IN;O
1274;;the;DT;O
1275;;black;JJ;O
1276;;market;NN;O
1277;;.;.;O
1278;Sentence: 57;He;PRP;O
1279;;was;VBD;O
1280;;placed;VBN;O
1281;;under;IN;O
1282;;house;NN;O
1283;;arrest;NN;O
1284;;in;IN;O
1285;;Islamabad;NNP;B-geo
1286;;,;,;O
1287;;but;CC;O
1288;;not;RB;O
1289;;jailed;VBN;O
1290;;because;IN;O
1291;;he;PRP;O
1292;;is;VBZ;O
1293;;considered;VBN;O
1294;;the;DT;O
1295;;father;NN;O
1296;;of;IN;O
1297;;Pakistan;NNP;B-geo
1298;;'s;POS;O
1299;;nuclear;JJ;O
1300;;bomb;NN;O
1301;;.;.;O
1302;Sentence: 58;U.S.;NNP;B-gpe
1303;;Army;NNP;B-org
1304;;officials;NNS;O
1305;;said;VBD;O
1306;;Wednesday;NNP;B-time
1307;;that;IN;O
1308;;they;PRP;O
1309;;will;MD;O
1310;;not;RB;O
1311;;renew;VB;O
1312;;a;DT;O
1313;;controversial;JJ;O
1314;;multi-billion;JJ;O
1315;;dollar;NN;O
1316;;contract;NN;O
1317;;with;IN;O
1318;;the;DT;O
1319;;Halliburton;NNP;B-org
1320;;company;NN;O
1321;;to;TO;O
1322;;provide;VB;O
1323;;logistical;JJ;O
1324;;support;NN;O
1325;;to;IN;O
1326;;U.S.;NNP;B-gpe
1327;;troops;NNS;O
1328;;in;IN;O
1329;;Iraq;NNP;B-geo
1330;;and;CC;O
1331;;elsewhere;RB;O
1332;;.;.;O
1333;Sentence: 59;Halliburton;NNP;B-org
1334;;has;VBZ;O
1335;;been;VBN;O
1336;;providing;VBG;O
1337;;a;DT;O
1338;;long;JJ;O
1339;;list;NN;O
1340;;of;IN;O
1341;;services;NNS;O
1342;;,;,;O
1343;;from;IN;O
1344;;meals;NNS;O
1345;;to;TO;O
1346;;communication;NN;O
1347;;,;,;O
1348;;for;IN;O
1349;;the;DT;O
1350;;military;NN;O
1351;;for;IN;O
1352;;several;JJ;O
1353;;years;NNS;O
1354;;.;.;O
1355;Sentence: 60;Critics;NNS;O
1356;;of;IN;O
1357;;Halliburton;NNP;B-org
1358;;include;VBP;O
1359;;auditors;NNS;O
1360;;and;CC;O
1361;;congressional;JJ;O
1362;;Democrats;NNS;O
1363;;.;.;O
1364;Sentence: 61;They;PRP;O
1365;;say;VBP;O
1366;;the;DT;O
1367;;company;NN;O
1368;;has;VBZ;O
1369;;produced;VBN;O
1370;;some;DT;O
1371;;shoddy;JJ;O
1372;;work;NN;O
1373;;and;CC;O
1374;;charges;VBZ;O
1375;;too;RB;O
1376;;much;JJ;O
1377;;money;NN;O
1378;;.;.;O
1379;Sentence: 62;The;DT;O
1380;;company;NN;O
1381;;strongly;RB;O
1382;;denies;VBZ;O
1383;;the;DT;O
1384;;allegations;NNS;O
1385;;.;.;O
1386;Sentence: 63;When;WRB;O
1387;;the;DT;O
1388;;huge;JJ;O
1389;;contract;NN;O
1390;;is;VBZ;O
1391;;put;VBN;O
1392;;out;RP;O
1393;;for;IN;O
1394;;re-bidding;NN;O
1395;;,;,;O
1396;;several;JJ;O
1397;;companies;NNS;O
1398;;will;MD;O
1399;;get;VB;O
1400;;a;DT;O
1401;;chance;NN;O
1402;;to;TO;O
1403;;compete;VB;O
1404;;for;IN;O
1405;;portions;NNS;O
1406;;of;IN;O
1407;;the;DT;O
1408;;work;NN;O
1409;;.;.;O
1410;Sentence: 64;Representatives;NNS;O
1411;;from;IN;O
1412;;the;DT;O
1413;;Asia;NNP;B-org
1414;;Pacific;NNP;I-org
1415;;Economic;NNP;I-org
1416;;Cooperation;NNP;I-org
1417;;Business;NNP;I-org
1418;;Advisory;NNP;I-org
1419;;Council;NNP;I-org
1420;;are;VBP;O
1421;;holding;VBG;O
1422;;meetings;NNS;O
1423;;this;DT;O
1424;;week;NN;O
1425;;to;TO;O
1426;;finalize;VB;O
1427;;their;PRP$;O
1428;;annual;JJ;O
1429;;report;NN;O
1430;;for;IN;O
1431;;APEC;NNP;B-org
1432;;leaders;NNS;O
1433;;who;WP;O
1434;;will;MD;O
1435;;hold;VB;O
1436;;a;DT;O
1437;;summit;NN;O
1438;;on;IN;O
1439;;September;NNP;B-time
1440;;8;CD;I-time
1441;;and;CC;O
1442;;9;CD;B-time
1443;;.;.;O
1444;Sentence: 65;VOA;NNP;B-org
1445;;'s;POS;O
1446;;Nancy-Amelia;NNP;B-per
1447;;Collins;NNP;I-per
1448;;reports;VBZ;O
1449;;from;IN;O
1450;;Sydney;NNP;B-geo
1451;;.;.;O
1452;Sentence: 66;Energy;NN;O
1453;;,;,;O
1454;;security;NN;O
1455;;,;,;O
1456;;climate;NN;O
1457;;change;NN;O
1458;;,;,;O
1459;;the;DT;O
1460;;World;NNP;B-org
1461;;Trade;NNP;I-org
1462;;Organization;NNP;I-org
1463;;'s;POS;O
1464;;stalled;VBN;O
1465;;negotiations;NNS;O
1466;;,;,;O
1467;;and;CC;O
1468;;investment;NN;O
1469;;are;VBP;O
1470;;all;DT;O
1471;;expected;VBN;O
1472;;to;TO;O
1473;;be;VB;O
1474;;among;IN;O
1475;;the;DT;O
1476;;major;JJ;O
1477;;topics;NNS;O
1478;;in;IN;O
1479;;the;DT;O
1480;;annual;JJ;O
1481;;report;NN;O
1482;;of;IN;O
1483;;the;DT;O
1484;;APEC;NNP;B-org
1485;;Business;NNP;I-org
1486;;Advisory;NNP;I-org
1487;;Council;NNP;I-org
1488;;,;,;O
1489;;known;VBN;O
1490;;as;IN;O
1491;;ABAC;NNP;B-org
1492;;.;.;O
1493;Sentence: 67;Tim;NNP;B-per
1494;;Harcourt;NNP;I-per
1495;;,;,;O
1496;;the;DT;O
1497;;chief;JJ;O
1498;;economist;NN;O
1499;;of;IN;O
1500;;the;DT;O
1501;;Australian;NNP;B-org
1502;;Trade;NNP;I-org
1503;;Commission;NNP;I-org
1504;;,;,;O
1505;;says;VBZ;O
1506;;ABAC;NNP;B-org
1507;;plays;VBZ;O
1508;;an;DT;O
1509;;important;JJ;O
1510;;role;NN;O
1511;;by;IN;O
1512;;informing;VBG;O
1513;;governments;NNS;O
1514;;where;WRB;O
1515;;there;EX;O
1516;;are;VBP;O
1517;;problems;NNS;O
1518;;.;.;O
1519;Sentence: 68;"""";``;O
1520;;The;DT;O
1521;;most;RBS;O
1522;;important;JJ;O
1523;;thing;NN;O
1524;;the;DT;O
1525;;business;NN;O
1526;;groups;NNS;O
1527;;can;MD;O
1528;;do;VB;O
1529;;is;VBZ;O
1530;;to;TO;O
1531;;tell;VB;O
1532;;the;DT;O
1533;;governments;NNS;O
1534;;where;WRB;O
1535;;there;EX;O
1536;;are;VBP;O
1537;;logjams;NNS;O
1538;;,;,;O
1539;;where;WRB;O
1540;;there;EX;O
1541;;are;VBP;O
1542;;obstacles;NNS;O
1543;;,;,;O
1544;;where;WRB;O
1545;;things;NNS;O
1546;;can;MD;O
1547;;improve;VB;O
1548;;,;,;O
1549;;"""";``;O
1550;;Harcourt;NNP;B-per
1551;;said;VBD;O
1552;;.;.;O
1553;Sentence: 69;"""";``;O
1554;;I;PRP;O
1555;;think;VBP;O
1556;;actually;RB;O
1557;;ABAC;NNP;B-org
1558;;has;VBZ;O
1559;;played;VBN;O
1560;;a;DT;O
1561;;pretty;RB;O
1562;;good;JJ;O
1563;;leadership;NN;O
1564;;on;IN;O
1565;;that;DT;O
1566;;in;IN;O
1567;;talking;VBG;O
1568;;about;IN;O
1569;;trade;NN;O
1570;;facilitation;NN;O
1571;;and;CC;O
1572;;basically;RB;O
1573;;making;VBG;O
1574;;sure;JJ;O
1575;;standards;NNS;O
1576;;are;VBP;O
1577;;consistent;JJ;O
1578;;and;CC;O
1579;;harmonious;JJ;O
1580;;across;IN;O
1581;;the;DT;O
1582;;region;NN;O
1583;;.;.;O
1584;;"""";``;O
1585;Sentence: 70;ABAC;NNP;B-org
1586;;comprises;VBZ;O
1587;;up;RP;O
1588;;to;TO;O
1589;;three;CD;O
1590;;members;NNS;O
1591;;of;IN;O
1592;;the;DT;O
1593;;private;JJ;O
1594;;sector;NN;O
1595;;of;IN;O
1596;;each;DT;O
1597;;of;IN;O
1598;;the;DT;O
1599;;21;CD;O
1600;;economies;NNS;O
1601;;that;WDT;O
1602;;make;VBP;O
1603;;up;RP;O
1604;;APEC;NNP;B-org
1605;;.;.;O
1606;Sentence: 71;It;PRP;O
1607;;meets;VBZ;O
1608;;three;CD;O
1609;;times;NNS;O
1610;;a;DT;O
1611;;year;NN;O
1612;;.;.;O
1613;Sentence: 72;It;PRP;O
1614;;was;VBD;O
1615;;made;VBN;O
1616;;a;DT;O
1617;;permanent;JJ;O
1618;;body;NN;O
1619;;in;IN;O
1620;;1995;CD;B-time
1621;;to;TO;O
1622;;provide;VB;O
1623;;an;DT;O
1624;;independent;JJ;O
1625;;business;NN;O
1626;;perspective;NN;O
1627;;within;IN;O
1628;;APEC;NNP;B-org
1629;;.;.;O
1630;Sentence: 73;Members;NNS;O
1631;;represent;VBP;O
1632;;a;DT;O
1633;;range;NN;O
1634;;of;IN;O
1635;;business;NN;O
1636;;sectors;NNS;O
1637;;,;,;O
1638;;including;VBG;O
1639;;medium;JJ;O
1640;;and;CC;O
1641;;small;JJ;O
1642;;businesses;NNS;O
1643;;.;.;O
1644;Sentence: 74;ABAC;NNP;B-org
1645;;says;VBZ;O
1646;;there;EX;O
1647;;is;VBZ;O
1648;;a;DT;O
1649;;need;NN;O
1650;;for;IN;O
1651;;businesses;NNS;O
1652;;to;TO;O
1653;;improve;VB;O
1654;;energy;NN;O
1655;;efficiency;NN;O
1656;;and;CC;O
1657;;to;TO;O
1658;;encourage;VB;O
1659;;conservation;NN;O
1660;;practices;NNS;O
1661;;,;,;O
1662;;and;CC;O
1663;;is;VBZ;O
1664;;expected;VBN;O
1665;;to;TO;O
1666;;include;VB;O
1667;;this;DT;O
1668;;in;IN;O
1669;;its;PRP$;O
1670;;annual;JJ;O
1671;;report;NN;O
1672;;.;.;O
1673;Sentence: 75;Harcourt;NNP;B-per
1674;;,;,;O
1675;;of;IN;O
1676;;the;DT;O
1677;;Australian;NNP;B-org
1678;;Trade;NNP;I-org
1679;;Commission;NNP;I-org
1680;;,;,;O
1681;;says;VBZ;O
1682;;the;DT;O
1683;;ABAC;NNP;B-org
1684;;report;NN;O
1685;;will;MD;O
1686;;also;RB;O
1687;;discuss;VB;O
1688;;ways;NNS;O
1689;;to;TO;O
1690;;enhance;VB;O
1691;;regional;JJ;O
1692;;cooperation;NN;O
1693;;.;.;O
1694;Sentence: 76;"""";``;O
1695;;I;PRP;O
1696;;reckon;VBP;O
1697;;they;PRP;O
1698;;'ll;MD;O
1699;;talk;VB;O
1700;;a;DT;O
1701;;little;JJ;O
1702;;bit;NN;O
1703;;about;IN;O
1704;;customs;NNS;O
1705;;and;CC;O
1706;;quarantine;NN;O
1707;;,;,;O
1708;;a;DT;O
1709;;little;JJ;O
1710;;bit;NN;O
1711;;about;IN;O
1712;;having;VBG;O
1713;;consistent;JJ;O
1714;;security;NN;O
1715;;arrangements;NNS;O
1716;;around;IN;O
1717;;the;DT;O
1718;;region;NN;O
1719;;,;,;O
1720;;"""";``;O
1721;;Harcourt;NNP;B-per
1722;;said;VBD;O
1723;;.;.;O
1724;Sentence: 77;"""";``;O
1725;;And;CC;O
1726;;I;PRP;O
1727;;think;VBP;O
1728;;they;PRP;O
1729;;'ll;MD;O
1730;;want;VB;O
1731;;a;DT;O
1732;;one-stop;JJ;O
1733;;shop;NN;O
1734;;in;IN;O
1735;;terms;NNS;O
1736;;of;IN;O
1737;;combining;VBG;O
1738;;security;NN;O
1739;;,;,;O
1740;;immigration;NN;O
1741;;,;,;O
1742;;customs;NNS;O
1743;;,;,;O
1744;;and;CC;O
1745;;quarantine;VB;O
1746;;together;RB;O
1747;;É;,;O
1748;;just;RB;O
1749;;to;TO;O
1750;;make;VB;O
1751;;sure;JJ;O
1752;;it;PRP;O
1753;;'s;VBZ;O
1754;;more;JJR;O
1755;;streamlined;JJ;O
1756;;and;CC;O
1757;;provides;VBZ;O
1758;;more;JJR;O
1759;;certainty;NN;O
1760;;.;.;O
1761;;"""";``;O
1762;Sentence: 78;ABAC;NNP;B-org
1763;;is;VBZ;O
1764;;the;DT;O
1765;;only;JJ;O
1766;;non-governmental;JJ;O
1767;;body;NN;O
1768;;that;WDT;O
1769;;has;VBZ;O
1770;;an;DT;O
1771;;official;JJ;O
1772;;role;NN;O
1773;;and;CC;O
1774;;formal;JJ;O
1775;;dialogue;NN;O
1776;;with;IN;O
1777;;the;DT;O
1778;;leaders;NNS;O
1779;;of;IN;O
1780;;the;DT;O
1781;;APEC;NNP;B-org
1782;;economies;NNS;O
1783;;.;.;O
1784;Sentence: 79;It;PRP;O
1785;;will;MD;O
1786;;present;VB;O
1787;;its;PRP$;O
1788;;annual;JJ;O
1789;;report;NN;O
1790;;at;IN;O
1791;;the;DT;O
1792;;APEC;NNP;B-org
1793;;leaders;NNS;O
1794;;meeting;NN;O
1795;;on;IN;O
1796;;Saturday;NNP;B-time
1797;;.;.;O
1798;Sentence: 80;Sudan;NNP;B-gpe
1799;;'s;POS;O
1800;;government;NN;O
1801;;says;VBZ;O
1802;;it;PRP;O
1803;;will;MD;O
1804;;order;VB;O
1805;;troops;NNS;O
1806;;to;TO;O
1807;;end;VB;O
1808;;attacks;NNS;O
1809;;immediately;RB;O
1810;;in;IN;O
1811;;Darfur;NNP;B-geo
1812;;,;,;O
1813;;and;CC;O
1814;;is;VBZ;O
1815;;asking;VBG;O
1816;;rebels;NNS;O
1817;;to;TO;O
1818;;do;VB;O
1819;;the;DT;O
1820;;same;NN;O
1821;;.;.;O
1822;Sentence: 81;Foreign;NNP;B-per
1823;;Minister;NNP;I-per
1824;;Mustafa;NNP;I-per
1825;;Osman;NNP;I-per
1826;;Ismail;NNP;I-per
1827;;says;VBZ;O
1828;;Sudanese;JJ;B-gpe
1829;;troops;NNS;O
1830;;will;MD;O
1831;;also;RB;O
1832;;withdraw;VB;O
1833;;to;TO;O
1834;;positions;NNS;O
1835;;held;VBN;O
1836;;before;IN;O
1837;;an;DT;O
1838;;April;NNP;B-time
1839;;cease-fire;NN;O
1840;;,;,;O
1841;;if;IN;O
1842;;rebels;NNS;O
1843;;in;IN;O
1844;;the;DT;O
1845;;western;JJ;O
1846;;region;NN;O
1847;;agree;VBP;O
1848;;to;TO;O
1849;;stop;VB;O
1850;;attacks;NNS;O
1851;;.;.;O
1852;Sentence: 82;Mr.;NNP;B-per
1853;;Ismail;NNP;I-per
1854;;announced;VBD;O
1855;;the;DT;O
1856;;decision;NN;O
1857;;after;IN;O
1858;;meeting;VBG;O
1859;;with;IN;O
1860;;officials;NNS;O
1861;;from;IN;O
1862;;the;DT;O
1863;;United;NNP;B-org
1864;;Nations;NNPS;I-org
1865;;and;CC;O
1866;;African;NNP;B-org
1867;;Union;NNP;I-org
1868;;in;IN;O
1869;;Khartoum;NNP;B-geo
1870;;Sunday;NNP;B-time
1871;;.;.;O
1872;Sentence: 83;In;IN;O
1873;;recent;JJ;O
1874;;weeks;NNS;O
1875;;,;,;O
1876;;AU;NNP;B-org
1877;;officials;NNS;O
1878;;say;VBP;O
1879;;Sudanese;JJ;B-gpe
1880;;troops;NNS;O
1881;;and;CC;O
1882;;rebels;NNS;O
1883;;have;VBP;O
1884;;repeatedly;RB;O
1885;;violated;VBN;O
1886;;the;DT;O
1887;;April;NNP;B-time
1888;;truce;NN;O
1889;;.;.;O
1890;Sentence: 84;Saturday;NNP;B-time
1891;;,;,;O
1892;;the;DT;O
1893;;head;NN;O
1894;;of;IN;O
1895;;AU;NNP;B-org
1896;;forces;NNS;O
1897;;in;IN;O
1898;;Darfur;NNP;B-geo
1899;;accused;VBD;O
1900;;Sudanese;JJ;B-gpe
1901;;government;NN;O
1902;;helicopters;NNS;O
1903;;of;IN;O
1904;;bombing;VBG;O
1905;;rebel;NN;O
1906;;sites;NNS;O
1907;;in;IN;O
1908;;the;DT;O
1909;;South;NNP;B-geo
1910;;Darfur;NNP;I-geo
1911;;village;NN;O
1912;;of;IN;O
1913;;Labado;NNP;B-geo
1914;;.;.;O
1915;Sentence: 85;Khartoum;NNP;B-gpe
1916;;says;VBZ;O
1917;;troops;NNS;O
1918;;were;VBD;O
1919;;defending;VBG;O
1920;;their;PRP$;O
1921;;positions;NNS;O
1922;;from;IN;O
1923;;rebel;NN;O
1924;;attacks;NNS;O
1925;;.;.;O
1926;Sentence: 86;Aid;NN;O
1927;;workers;NNS;O
1928;;say;VBP;O
1929;;some;DT;O
1930;;relief;NN;O
1931;;efforts;NNS;O
1932;;have;VBP;O
1933;;been;VBN;O
1934;;suspended;VBN;O
1935;;in;IN;O
1936;;South;NNP;B-geo
1937;;Darfur;NNP;I-geo
1938;;due;JJ;O
1939;;to;TO;O
1940;;recent;JJ;O
1941;;attacks;NNS;O
1942;;.;.;O
1943;Sentence: 87;Indonesian;JJ;B-gpe
1944;;police;NNS;O
1945;;have;VBP;O
1946;;arrested;VBN;O
1947;;three;CD;O
1948;;men;NNS;O
1949;;in;IN;O
1950;;connection;NN;O
1951;;with;IN;O
1952;;the;DT;O
1953;;October;NNP;B-time
1954;;1;CD;I-time
1955;;Bali;NNP;B-geo
1956;;bombings;NNS;O
1957;;that;WDT;O
1958;;left;VBD;O
1959;;23;CD;O
1960;;people;NNS;O
1961;;dead;JJ;O
1962;;.;.;O
1963;Sentence: 88;Indonesian;JJ;B-gpe
1964;;police;NN;O
1965;;said;VBD;O
1966;;Wednesday;NNP;B-time
1967;;the;DT;O
1968;;men;NNS;O
1969;;were;VBD;O
1970;;flown;VBN;O
1971;;to;TO;O
1972;;Bali;NNP;B-geo
1973;;from;IN;O
1974;;neighboring;VBG;O
1975;;Java;NNP;B-geo
1976;;island;NN;O
1977;;for;IN;O
1978;;questioning;VBG;O
1979;;at;IN;O
1980;;Bali;NNP;B-geo
1981;;police;NN;O
1982;;headquarters;NN;O
1983;;.;.;O
1984;Sentence: 89;Australian;JJ;B-gpe
1985;;and;CC;O
1986;;French;JJ;B-gpe
1987;;news;NN;O
1988;;agencies;NNS;O
1989;;say;VBP;O
1990;;at;IN;O
1991;;least;JJS;O
1992;;one;CD;O
1993;;of;IN;O
1994;;the;DT;O
1995;;men;NNS;O
1996;;arrested;VBN;O
1997;;(;LRB;O
1998;;Cholily;NNP;B-per
1999;;);RRB;O
2000;;was;VBD;O
2001;;captured;VBN;O
2002;;during;IN;O
2003;;a;DT;O
2004;;series;NN;O
2005;;of;IN;O
2006;;counter-terrorism;NN;O
2007;;raids;NNS;O
2008;;last;JJ;O
2009;;week;NN;O
2010;;in;IN;O
2011;;Indonesia;NNP;B-geo
2012;;.;.;O
2013;Sentence: 90;The;DT;O
2014;;raids;NNS;O
2015;;ended;VBD;O
2016;;with;IN;O
2017;;the;DT;O
2018;;death;NN;O
2019;;of;IN;O
2020;;alleged;JJ;O
2021;;extremist;NN;O
2022;;bombmaker;NN;O
2023;;Azahari;NNP;B-per
2024;;bin;NNP;I-per
2025;;Husin;NNP;I-per
2026;;.;.;O
2027;Sentence: 91;Indonesian;JJ;B-gpe
2028;;authorities;NNS;O
2029;;blame;VBP;O
2030;;Azahari;NNP;B-per
2031;;bin;NNP;I-per
2032;;Husin;NNP;I-per
2033;;for;IN;O
2034;;orchestrating;VBG;O
2035;;last;JJ;O
2036;;month;NN;O
2037;;'s;POS;O
2038;;attacks;NNS;O
2039;;in;IN;O
2040;;Bali;NNP;B-geo
2041;;as;RB;O
2042;;well;RB;O
2043;;as;IN;O
2044;;the;DT;O
2045;;2002;CD;B-time
2046;;Bali;NNP;B-geo
2047;;bombings;NNS;O
2048;;that;WDT;O
2049;;killed;VBD;O
2050;;more;JJR;O
2051;;than;IN;O
2052;;200;CD;O
2053;;people;NNS;O
2054;;.;.;O
2055;Sentence: 92;Gunmen;NNS;O
2056;;have;VBP;O
2057;;shot;VBN;O
2058;;and;CC;O
2059;;killed;VBN;O
2060;;a;DT;O
2061;;Roman;NNP;B-org
2062;;Catholic;NNP;I-org
2063;;nun;NN;O
2064;;and;CC;O
2065;;her;PRP$;O
2066;;bodyguard;NN;O
2067;;at;IN;O
2068;;the;DT;O
2069;;hospital;NN;O
2070;;where;WRB;O
2071;;she;PRP;O
2072;;worked;VBD;O
2073;;in;IN;O
2074;;Islamist-controlled;JJ;O
2075;;Mogadishu;NNP;B-geo
2076;;,;,;O
2077;;Somalia;NNP;B-geo
2078;;.;.;O
2079;Sentence: 93;Some;DT;O
2080;;witnesses;NNS;O
2081;;to;TO;O
2082;;the;DT;O
2083;;Sunday;NNP;B-time
2084;;shooting;NN;O
2085;;said;VBD;O
2086;;they;PRP;O
2087;;feared;VBD;O
2088;;the;DT;O
2089;;attack;NN;O
2090;;was;VBD;O
2091;;linked;VBN;O
2092;;to;IN;O
2093;;Muslim;NN;O
2094;;anger;NN;O
2095;;toward;IN;O
2096;;Pope;NNP;B-per
2097;;Benedict;NNP;I-per
2098;;.;.;O
2099;Sentence: 94;Two;CD;O
2100;;men;NNS;O
2101;;with;IN;O
2102;;pistols;NNS;O
2103;;attacked;VBD;O
2104;;the;DT;O
2105;;nun;NN;O
2106;;,;,;O
2107;;Sister;NNP;B-per
2108;;Leonella;NNP;I-per
2109;;Sgorbati;NNP;I-per
2110;;,;,;O
2111;;after;IN;O
2112;;she;PRP;O
2113;;finished;VBD;O
2114;;teaching;VBG;O
2115;;a;DT;O
2116;;medical;JJ;O
2117;;school;NN;O
2118;;class;NN;O
2119;;at;IN;O
2120;;the;DT;O
2121;;hospital;NN;O
2122;;in;IN;O
2123;;southern;JJ;O
2124;;Mogadishu;NNP;B-geo
2125;;.;.;O
2126;Sentence: 95;Officials;NNS;O
2127;;say;VBP;O
2128;;one;CD;O
2129;;suspect;NN;O
2130;;was;VBD;O
2131;;arrested;VBN;O
2132;;.;.;O
2133;Sentence: 96;In;IN;O
2134;;Rome;NNP;B-geo
2135;;,;,;O
2136;;a;DT;O
2137;;Vatican;NNP;B-org
2138;;spokesman;NN;O
2139;;deplored;VBD;O
2140;;the;DT;O
2141;;attack;NN;O
2142;;and;CC;O
2143;;said;VBD;O
2144;;he;PRP;O
2145;;hoped;VBD;O
2146;;it;PRP;O
2147;;was;VBD;O
2148;;an;DT;O
2149;;isolated;JJ;O
2150;;event;NN;O
2151;;,;,;O
2152;;and;CC;O
2153;;not;RB;O
2154;;irrationality;JJ;O
2155;;arising;VBG;O
2156;;from;IN;O
2157;;comments;NNS;O
2158;;made;VBN;O
2159;;by;IN;O
2160;;the;DT;O
2161;;Pope;NN;O
2162;;which;WDT;O
2163;;angered;VBD;O
2164;;some;DT;O
2165;;Muslims;NNS;O
2166;;.;.;O
2167;Sentence: 97;Authorities;NNS;O
2168;;in;IN;O
2169;;Mogadishu;NNP;B-geo
2170;;have;VBP;O
2171;;not;RB;O
2172;;determined;VBN;O
2173;;a;DT;O
2174;;motive;NN;O
2175;;for;IN;O
2176;;the;DT;O
2177;;shooting;NN;O
2178;;.;.;O
2179;Sentence: 98;The;DT;O
2180;;pope;NN;O
2181;;has;VBZ;O
2182;;said;VBN;O
2183;;he;PRP;O
2184;;meant;VBD;O
2185;;no;DT;O
2186;;offense;NN;O
2187;;to;TO;O
2188;;Muslims;NNPS;O
2189;;when;WRB;O
2190;;he;PRP;O
2191;;quoted;VBD;O
2192;;a;DT;O
2193;;14;CD;O
2194;;century;NN;O
2195;;Byzantine;NNP;B-per
2196;;emperor;NN;O
2197;;as;IN;O
2198;;saying;VBG;O
2199;;some;DT;O
2200;;teachings;NNS;O
2201;;of;IN;O
2202;;the;DT;O
2203;;Prophet;NNP;B-per
2204;;Muhammed;NNP;I-per
2205;;brought;VBD;O
2206;;evil;NN;O
2207;;to;TO;O
2208;;the;DT;O
2209;;world;NN;O
2210;;.;.;O
2211;Sentence: 99;Pakistani;JJ;B-gpe
2212;;forces;NNS;O
2213;;have;VBP;O
2214;;targeted;VBN;O
2215;;militants;NNS;O
2216;;in;IN;O
2217;;the;DT;O
2218;;northwest;NN;O
2219;;for;IN;O
2220;;a;DT;O
2221;;third;JJ;O
2222;;day;NN;O
2223;;,;,;O
2224;;launching;VBG;O
2225;;airstrikes;NNS;O
2226;;that;IN;O
2227;;they;PRP;O
2228;;say;VBP;O
2229;;killed;VBN;O
2230;;at;IN;O
2231;;least;JJS;O
2232;;nine;CD;O
2233;;suspected;JJ;O
2234;;insurgents;NNS;O
2235;;.;.;O
2236;Sentence: 100;Helicopter;NN;O
2237;;gunships;NNS;O
2238;;Saturday;NNP;B-time
2239;;pounded;VBD;O
2240;;militant;JJ;O
2241;;hideouts;NNS;O
2242;;in;IN;O
2243;;the;DT;O
2244;;Orakzai;NNP;B-geo
